1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
1246	-1.651192	132.549912	0.022504	9.2
1247	-1.310716	132.490904	0.013423	8.7
1248	-0.994325	132.431967	0.012436	10.6
1249	-1.581022	132.373100	0.016137	10.0
1250	-0.155310	132.314302	0.001290	7.9
1251	-1.644636	132.255574	0.014360	8.8
1252	-1.132639	132.196916	0.010428	10.6
1253	-1.302353	132.138326	0.009044	8.6
1254	-1.569005	132.079806	0.016786	8.1
1255	-1.745238	132.021355	0.037799	8.8
1256	-1.700341	131.962973	0.014843	8.7
1257	-1.266640	131.904660	0.016871	11.3
1258	-1.459353	131.846415	0.006728	9.5
1259	-0.377689	131.788239	0.004924	7.5
1260	-1.296553	131.730131	0.008281	8.3
1261	-0.508849	131.672092	0.001692	10.1
1262	-0.451833	131.614121	0.001148	9.1
1263	-0.434014	131.556217	0.011721	9.0
1264	-0.178930	131.498382	0.001034	9.0
1265	-0.672914	131.440614	0.008639	9.4
1266	-0.689481	131.382914	0.005369	8.5
1267	-0.758574	131.325282	0.011893	9.8
1268	-0.748833	131.267717	0.005279	8.3
1269	-0.899330	131.210219	0.017788	7.9
1270	-1.563908	131.152788	0.022997	11.1
1271	-1.625785	131.095424	0.015441	9.7
1272	-1.608664	131.038127	0.018212	8.0
1273	-1.064741	130.980897	0.007651	8.8
1274	-1.498834	130.923733	0.032407	12.0
1275	-1.216254	130.866636	0.015609	8.0
1276	-0.506113	130.809605	0.010176	7.9
1277	-1.245339	130.752641	0.007338	9.5
1278	-1.131984	130.695742	0.011570	9.7
1279	-1.505850	130.638910	0.010767	11.3
1280	-0.751989	130.582143	0.008282	9.2
1281	-0.922504	130.525442	0.009732	9.0
1282	-1.053641	130.468807	0.010167	8.0
1283	-0.884100	130.412237	0.013879	10.9
1284	-1.045887	130.355733	0.012708	8.7
1285	-1.800301	130.299294	0.018790	9.4
1286	-0.779028	130.242920	0.009963	7.8
1287	-0.434496	130.186611	0.008304	11.1
1288	-1.578767	130.130366	0.034336	9.6
1289	-0.696537	130.074187	0.006930	8.4
1290	-1.667948	130.018072	0.014493	8.0
1291	-1.070999	129.962022	0.018424	8.4
1292	-1.768356	129.906036	0.012531	11.9
1293	-1.053266	129.850114	0.006366	8.7
1294	-1.737948	129.794257	0.017133	8.1
1295	-1.327022	129.738463	0.009080	8.1
1296	-1.681599	129.682734	0.018968	10.6
1297	-0.388255	129.627068	0.003388	10.7
1298	-1.662209	129.571466	0.019930	8.5
1299	-0.915114	129.515927	0.008131	8.8
1300	-1.489951	129.460452	0.017063	9.7
1301	-1.625506	129.405040	0.013971	9.9
1302	-0.852399	129.349692	0.006700	8.4
1303	-1.558879	129.294406	0.013711	8.2
1304	-1.367308	129.239183	0.011569	8.7
1305	-0.794395	129.184024	0.005014	10.6
1306	-1.443515	129.128927	0.013437	8.1
1307	-1.514205	129.073892	0.014492	9.5
1308	-1.594351	129.018921	0.019405	8.3
1309	-1.186504	128.964011	0.005837	10.0
1310	-1.563954	128.909164	0.013473	9.1
1311	-1.211092	128.854379	0.013310	9.3
1312	-1.359711	128.799656	0.013513	9.1
1313	-1.273172	128.744995	0.014990	9.0
1314	-1.613171	128.690396	0.008816	10.2
1315	-0.508614	128.635858	0.009458	10.9
1316	-1.669040	128.581382	0.014893	9.4
1317	-1.692932	128.526968	0.006453	11.7
1318	-0.773572	128.472615	0.011097	10.0
1319	-1.311985	128.418323	0.008498	7.8
1320	-1.502880	128.364092	0.016521	8.4
1321	-1.403826	128.309922	0.013381	8.2
1322	-0.006657	128.255814	0.000137	10.3
1323	-0.605846	128.201766	0.009003	8.0
1324	-1.781110	128.147778	0.017995	10.0
1325	-1.233822	128.093852	0.021654	8.4
1326	-1.448021	128.039985	0.011730	9.6
1327	-1.255870	127.986180	0.017994	8.2
1328	-0.675474	127.932434	0.003863	9.0
1329	-1.118193	127.878749	0.008950	8.9
1330	-0.535078	127.825123	0.002779	8.2
1331	-0.679889	127.771558	0.012896	12.3
1332	-0.744303	127.718052	0.009347	8.7
1333	-1.036867	127.664606	0.010929	8.1
1334	-1.065280	127.611220	0.017238	8.2
1335	-1.005565	127.557893	0.006694	9.9
1336	-1.023914	127.504625	0.008820	8.4
1337	-0.850507	127.451417	0.005898	9.2
1338	-1.690936	127.398268	0.014612	8.9
1339	-1.014494	127.345178	0.008614	11.0
1340	-0.355965	127.292147	0.002914	8.7
1341	-0.874030	127.239175	0.006853	10.2
1342	-0.856833	127.186261	0.012518	9.6
1343	-0.377924	127.133407	0.003437	9.5
1344	-1.014193	127.080610	0.018484	8.0
1345	-0.444110	127.027872	0.007997	7.9
1346	-1.638547	126.975193	0.026801	9.4
1347	-0.785393	126.922572	0.009018	7.7
1348	-1.404851	126.870008	0.018857	10.7
1349	-0.623427	126.817503	0.005653	10.7
1350	-0.684799	126.765056	0.006118	8.9
1351	-0.598295	126.712667	0.007030	8.0
1352	-0.232070	126.660335	0.003130	12.2
1353	-0.929134	126.608061	0.010316	8.5
1354	-0.693491	126.555844	0.011222	7.4
1355	-1.004748	126.503685	0.004140	8.3
1356	-1.488179	126.451583	0.014609	10.5
1357	-1.569953	126.399538	0.015439	8.3
1358	-1.156242	126.347550	0.009129	9.5
1359	-0.373580	126.295619	0.004589	7.7
1360	-1.331687	126.243745	0.012214	8.7
1361	-0.685586	126.191928	0.008690	10.2
1362	-1.020329	126.140168	0.007580	10.0
1363	-0.324625	126.088464	0.003169	8.9
1364	-1.495468	126.036817	0.009985	8.2
1365	-1.077837	125.985226	0.013365	10.9
1366	-1.689896	125.933691	0.014624	9.0
1367	-1.468242	125.882212	0.018218	10.5
1368	-1.650885	125.830790	0.009181	8.6
1369	-0.638148	125.779423	0.006318	9.6
1370	-0.338197	125.728113	0.001608	9.3
1371	-1.263246	125.676858	0.009967	8.7
1372	-1.616294	125.625659	0.016017	8.5
1373	-1.693508	125.574515	0.009822	10.5
1374	-1.293900	125.523427	0.008404	10.1
1375	-1.083146	125.472394	0.009168	7.9
1376	-0.585065	125.421417	0.005388	6.7
1377	-1.684991	125.370495	0.014312	9.0
1378	-1.539240	125.319628	0.010467	11.3
1379	-0.675717	125.268815	0.002926	10.6
1380	-1.488919	125.218058	0.010155	9.6
1381	-0.789147	125.167356	0.004804	8.3
1382	-1.538930	125.116708	0.011765	10.5
1383	-1.477814	125.066115	0.011226	9.5
1384	-1.651832	125.015576	0.013235	7.8
1385	-1.377206	124.965092	0.008199	7.7
1386	-0.750224	124.914662	0.011050	10.5
1387	-0.769973	124.864287	0.007322	8.8
1388	-1.241968	124.813965	0.009289	9.2
1389	-1.065418	124.763698	0.013227	9.0
1390	-1.377086	124.713485	0.006120	8.9
1391	-1.393347	124.663325	0.004396	10.6
1392	-1.104946	124.613219	0.022899	10.0
1393	-0.707312	124.563167	0.007578	8.0
1394	-1.733526	124.513168	0.016422	8.3
1395	-1.503088	124.463223	0.023685	11.2
1396	-1.663303	124.413332	0.012425	8.7
1397	-0.860367	124.363493	0.005367	7.6
1398	-0.679924	124.313708	0.008253	8.5
1399	-0.857131	124.263976	0.003402	8.1
1400	-0.956134	124.214297	0.018145	9.0
1401	-1.738963	124.164671	0.012327	9.9
1402	-0.553881	124.115097	0.003680	8.1
1403	-1.521246	124.065577	0.009442	8.6
1404	-1.003585	124.016109	0.012071	8.4
1405	-0.708419	123.966693	0.006643	11.2
1406	-1.108689	123.917330	0.010325	9.5
1407	-1.271270	123.868020	0.011452	7.8
1408	-1.735310	123.818762	0.032532	8.7
1409	-0.699699	123.769556	0.004930	9.9
1410	-1.416891	123.720402	0.011277	8.6
1411	-1.560277	123.671300	0.011891	7.9
1412	-1.583061	123.622250	0.013832	8.3
1413	-1.156188	123.573252	0.015261	8.0
1414	-0.068440	123.524305	0.000478	10.0
1415	-1.681486	123.475411	0.018394	8.5
1416	-0.872698	123.426568	0.007854	9.6
1417	-0.357186	123.377776	0.007141	8.4
1418	-1.521382	123.329036	0.020930	8.3
1419	-1.649732	123.280347	0.014097	10.8
1420	-1.351890	123.231709	0.016525	7.7
1421	-1.559031	123.183122	0.009764	8.4
1422	-1.364364	123.134587	0.010480	9.3
1423	-1.359132	123.086102	0.019286	10.1
1424	-1.028624	123.037669	0.009317	8.5
1425	-1.459573	122.989286	0.016820	9.9
1426	-0.894988	122.940954	0.003454	7.9
1427	-1.340141	122.892672	0.020721	8.5
1428	-0.721083	122.844441	0.009665	12.6
1429	-0.220501	122.796261	0.002155	8.5
1430	-1.488156	122.748130	0.011092	8.6
1431	-1.579959	122.700050	0.014188	8.1
1432	-1.225367	122.652021	0.021350	11.1
1433	-0.860978	122.604041	0.012152	8.8
1434	-1.313142	122.556111	0.011669	9.8
1435	-1.359085	122.508232	0.013392	8.4
1436	-1.499909	122.460402	0.008695	8.6
1437	-1.590431	122.412622	0.016288	11.6
1438	-1.296225	122.364891	0.013685	8.5
1439	-0.985951	122.317210	0.010273	8.2
1440	-0.802680	122.269579	0.009271	8.6
1441	-1.506147	122.221997	0.007954	11.2
1442	-0.821395	122.174465	0.002001	10.4
1443	-1.771635	122.126981	0.015481	9.2
1444	-1.135506	122.079547	0.010568	10.1
1445	-1.594119	122.032162	0.010255	9.2
1446	-0.904070	121.984826	0.008222	9.5
1447	-0.746060	121.937539	0.009663	9.2
1448	-0.811623	121.890301	0.014325	9.1
1449	-0.963826	121.843112	0.008104	11.9
1450	-0.484476	121.795971	0.004165	8.8
1451	-0.919865	121.748879	0.016417	9.1
1452	-0.427534	121.701835	0.003259	9.9
1453	-0.424515	121.654840	0.005901	13.9
1454	-1.387845	121.607893	0.008161	11.4
1455	-0.385487	121.560994	0.008155	10.0
1456	-1.635309	121.514144	0.010332	11.2
1457	-0.653182	121.467342	0.003694	9.6
1458	-1.227718	121.420588	0.012654	11.5
1459	-1.775689	121.373882	0.013733	9.8
1460	-1.068329	121.327223	0.014439	13.1
1461	-1.522583	121.280613	0.015141	11.1
1462	-0.903929	121.234050	0.007695	8.5
1463	-0.802626	121.187535	0.004629	7.9
1464	-1.541916	121.141067	0.017017	9.8
1465	-1.498539	121.094647	0.015863	11.2
1466	-1.695871	121.048274	0.032645	9.4
1467	-1.787476	121.001949	0.011159	9.6
1468	-1.590067	120.955671	0.020471	11.3
1469	-1.431932	120.909440	0.010207	7.9
1470	-0.724006	120.863256	0.012184	9.1
1471	-1.566119	120.817119	0.007646	9.1
1472	-1.203667	120.771029	0.021814	9.2
1473	-1.627782	120.724986	0.007979	11.6
1474	-1.113487	120.678990	0.010842	10.3
1475	-1.062950	120.633040	0.010969	8.3
1476	-1.610054	120.587137	0.015132	8.2
1477	-1.014231	120.541281	0.015937	12.2
1478	-1.515805	120.495471	0.011164	9.1
1479	-1.448808	120.449707	0.011209	10.4
1480	-0.969993	120.403990	0.006947	10.6
1481	-1.029971	120.358319	0.006242	9.4
1482	-1.370603	120.312694	0.006247	10.5
1483	-0.709566	120.267115	0.007833	8.0
1484	-0.460119	120.221582	0.008493	9.7
1485	-1.597106	120.176096	0.013836	12.3
1486	-0.725008	120.130655	0.001971	9.3
1487	-1.723877	120.085260	0.007964	10.0
1488	-1.490353	120.039910	0.017033	12.4
1489	-1.215025	119.994606	0.007294	9.5
1490	-1.332907	119.949348	0.012399	11.5
1491	-0.538414	119.904135	0.008010	10.9
1492	-1.398473	119.858968	0.012742	10.9
1493	-1.365321	119.813846	0.020305	10.4
1494	-0.809998	119.768769	0.006492	10.2
1495	-0.337965	119.723738	0.008356	9.6
1496	-1.414639	119.678752	0.012734	11.1
1497	-0.890988	119.633810	0.013883	11.5
1498	-0.355223	119.588914	0.002569	11.0
1499	-1.554017	119.544062	0.015608	9.1
1500	-0.325882	119.499256	0.003414	13.5
1501	-1.569539	119.454494	0.013166	9.7
1502	-1.661567	119.409777	0.008906	11.0
1503	-1.217878	119.365104	0.015954	10.3
1504	-0.670545	119.320476	0.007734	11.6
1505	-1.120804	119.275893	0.014978	12.0
1506	-1.279209	119.231353	0.014834	10.2
1507	-0.882126	119.186859	0.009123	9.7
1508	-0.885735	119.142408	0.008624	13.2
1509	-1.525146	119.098002	0.009643	11.2
1510	-1.622922	119.053639	0.017223	10.5
1511	-0.768228	119.009321	0.005408	10.2
1512	-1.395769	118.965047	0.014893	13.6
1513	-1.131225	118.920816	0.005200	9.2
1514	-1.118991	118.876630	0.017042	8.4
1515	-0.499993	118.832487	0.003750	8.6
1516	-0.419691	118.788388	0.004346	10.4
1517	-0.805424	118.744332	0.006296	11.1
1518	-0.481811	118.700320	0.011066	8.5
1519	-0.719091	118.656352	0.005058	8.9
1520	-1.078536	118.612427	0.009123	9.2
1521	-0.671445	118.568545	0.008329	12.0
1522	-1.588500	118.524706	0.007390	10.2
1523	-0.661134	118.480911	0.009389	9.0
1524	-0.524878	118.437159	0.004361	11.7
1525	-1.569495	118.393450	0.012693	8.4
1526	-1.220353	118.349784	0.010244	10.4
1527	-0.533515	118.306160	0.013002	8.9
1528	-0.743329	118.262580	0.008839	11.0
1529	-1.224542	118.219042	0.010861	11.9
1530	-0.230016	118.175548	0.002952	8.7
1531	-1.521960	118.132095	0.012467	8.5
1532	-1.380213	118.088686	0.017306	11.0
1533	-0.514714	118.045319	0.003293	9.3
1534	-0.695647	118.001994	0.020898	9.7
1535	-1.336883	117.958712	0.008649	8.2
1536	-1.463851	117.915472	0.009941	8.9
1537	-1.460333	117.872274	0.007359	12.8
1538	-1.504049	117.829118	0.017490	9.6
1539	-0.306306	117.786005	0.002793	9.9
1540	-1.680856	117.742933	0.013176	10.2
1541	-1.136780	117.699904	0.009782	9.1
1542	-0.792600	117.656916	0.009605	10.4
1543	-1.310300	117.613971	0.013045	9.1
1544	-0.619543	117.571067	0.007697	10.9
1545	-0.632886	117.528205	0.007213	9.5
1546	-0.682911	117.485384	0.004920	9.9
1547	-1.050694	117.442605	0.006552	8.8
1548	-0.983477	117.399867	0.008707	10.8
1549	-0.104696	117.357171	0.000864	10.0
1550	-1.493005	117.314517	0.015441	8.5
1551	-1.627952	117.271903	0.018059	8.0
1552	-1.691643	117.229331	0.020944	8.2
1553	-0.208442	117.186800	0.002509	10.4
1554	-0.401203	117.144311	0.004222	8.2
1555	-1.199295	117.101862	0.015165	9.3
1556	-0.681655	117.059454	0.006050	8.6
1557	-0.700108	117.017087	0.013388	11.4
1558	-0.905351	116.974762	0.015670	9.2
1559	-1.452206	116.932476	0.007948	8.4
1560	-1.759198	116.890232	0.026042	8.4
1561	-1.647397	116.848028	0.010482	10.9
1562	-0.394792	116.805865	0.004649	10.1
1563	-1.412341	116.763743	0.010069	8.5
1564	-1.690509	116.721661	0.014956	7.5
1565	-1.148402	116.679619	0.007859	9.5
1566	-0.932818	116.637618	0.005895	9.6
1567	-1.383508	116.595657	0.006068	9.3
1568	-1.326738	116.553736	0.013304	8.0
1569	-0.638300	116.511855	0.005963	7.6
1570	-1.745101	116.470015	0.014572	9.8
1571	-1.224765	116.428214	0.015258	10.6
1572	-1.567005	116.386454	0.010722	10.4
1573	-0.246916	116.344733	0.002377	9.0
1574	-1.027944	116.303052	0.015939	11.7
1575	-1.716848	116.261412	0.012322	9.1
1576	-1.567980	116.219810	0.019574	10.1
1577	-1.505856	116.178249	0.019359	9.1
1578	-1.673584	116.136727	0.010847	11.4
1579	-1.379618	116.095245	0.013381	10.7
1580	-1.255433	116.053802	0.010663	8.6
1581	-1.598908	116.012398	0.009631	9.8
1582	-1.522283	115.971034	0.016875	11.0
1583	-0.592133	115.929710	0.011794	8.9
1584	-1.239276	115.888424	0.015318	10.4
1585	-0.637020	115.847178	0.008373	9.0
1586	-0.919017	115.805970	0.009520	11.1
1587	-1.539240	115.764802	0.016205	10.3
1588	-0.724928	115.723673	0.005658	7.7
1589	-0.709844	115.682583	0.007377	8.4
1590	-1.105548	115.641532	0.014959	8.2
1591	-1.508089	115.600519	0.011258	10.8
1592	-1.113440	115.559546	0.007370	8.1
1593	-1.573229	115.518610	0.012983	9.7
1594	-0.635932	115.477714	0.007377	9.6
1595	-0.958173	115.436856	0.004286	10.7
1596	-0.377188	115.396037	0.007007	12.7
1597	-1.243441	115.355256	0.013195	9.3
1598	-1.578767	115.314514	0.022991	9.9
1599	-0.568374	115.273810	0.005122	12.8
1600	-1.138106	115.233144	0.009860	10.2
1601	-0.749459	115.192517	0.007687	11.7
1602	-1.485424	115.151927	0.023352	9.8
1603	-0.760810	115.111376	0.005003	12.0
1604	-0.454552	115.070863	0.006923	12.0
1605	-0.578691	115.030388	0.006884	9.1
1606	-0.839115	114.989951	0.009983	9.8
1607	-1.127883	114.949551	0.016551	12.0
1608	-1.529866	114.909190	0.028269	11.0
1609	-1.291706	114.868866	0.008413	10.6
1610	-1.573749	114.828580	0.008800	9.7
1611	-0.798482	114.788332	0.013859	11.1
1612	-1.343491	114.748121	0.013342	10.5
1613	-0.635499	114.707948	0.003007	11.7
1614	-0.092864	114.667812	0.000545	9.2
1615	-1.656212	114.627714	0.022266	12.6
1616	-0.824102	114.587653	0.010436	10.3
1617	-1.024493	114.547629	0.010896	8.9
1618	-1.402932	114.507643	0.016063	10.4
1619	-0.859511	114.467693	0.015359	11.4
1620	-1.651272	114.427781	0.015064	8.1
1621	-0.503879	114.387907	0.009005	11.0
1622	-0.243283	114.348069	0.003632	8.3
1623	-1.708867	114.308268	0.009587	12.0
1624	-1.586258	114.268504	0.008072	9.9
1625	-0.693016	114.228777	0.008203	10.8
1626	-0.230003	114.189086	0.002920	8.5
1627	-1.756958	114.149433	0.026528	11.3
1628	-0.837215	114.109816	0.004577	9.3
1629	-1.539856	114.070235	0.012928	11.7
1630	-0.295164	114.030692	0.005568	9.6
1631	-1.457300	113.991185	0.014609	11.6
1632	-1.595347	113.951714	0.012683	12.2
1633	-1.439300	113.912280	0.009659	9.6
1634	-0.921519	113.872882	0.008862	10.3
1635	-1.454132	113.833521	0.014939	13.0
1636	-0.658653	113.794195	0.006103	11.7
1637	-1.605029	113.754906	0.014702	11.2
1638	-0.489561	113.715653	0.005136	11.9
1639	-1.623716	113.676437	0.009430	12.2
1640	-0.970610	113.637256	0.007224	8.3
1641	-0.796678	113.598111	0.011749	8.9
1642	-0.075360	113.559002	0.001035	8.9
1643	-1.466916	113.519929	0.011268	11.9
1644	-0.890935	113.480892	0.005770	10.6
1645	-0.632493	113.441891	0.002536	8.5
1646	-1.353566	113.402925	0.007695	11.5
1647	-0.946335	113.363995	0.015691	11.5
1648	-1.160282	113.325101	0.017613	8.4
1649	-0.598174	113.286242	0.017315	10.4
1650	-0.090341	113.247419	0.001197	10.9
1651	-1.591732	113.208631	0.011343	8.9
1652	-1.496602	113.169879	0.014394	11.0
1653	-1.590170	113.131162	0.020225	8.6
1654	-1.702987	113.092480	0.018154	12.0
1655	-1.367530	113.053833	0.013017	10.6
1656	-1.452663	113.015222	0.010014	8.6
1657	-1.653895	112.976646	0.033585	9.2
1658	-1.567166	112.938105	0.013296	9.4
1659	-0.901150	112.899599	0.017004	10.5
1660	-1.586455	112.861128	0.013805	7.9
1661	-1.561465	112.822692	0.031081	8.9
1662	-1.296535	112.784291	0.021120	9.5
1663	-0.000000	112.745924	0.000000	10.8
1664	-1.369853	112.707593	0.017743	9.8
1665	-1.044445	112.669296	0.024071	7.9
1666	-1.073003	112.631034	0.017680	8.6
1667	-1.362670	112.592806	0.009742	10.1
1668	-0.996986	112.554613	0.015435	9.3
1669	-1.562633	112.516455	0.009991	8.4
1670	-0.893527	112.478331	0.010436	8.2
1671	-1.610351	112.440241	0.013889	10.5
1672	-1.333297	112.402186	0.013137	7.7
1673	-1.304439	112.364165	0.011936	9.6
1674	-0.805349	112.326179	0.007525	7.7
1675	-0.960092	112.288227	0.016557	8.6
1676	-1.005967	112.250309	0.010867	10.5
1677	-1.638666	112.212425	0.016057	9.3
1678	-0.526233	112.174575	0.006196	8.4
1679	-1.287926	112.136759	0.006401	8.5
1680	-1.438153	112.098977	0.013453	10.6
1681	-1.038245	112.061229	0.006306	8.0
1682	-1.728417	112.023515	0.009150	10.8
1683	-0.171218	111.985834	0.001650	8.6
1684	-0.684550	111.948188	0.007761	10.5
1685	-0.822323	111.910575	0.011984	11.2
1686	-0.163580	111.872996	0.000638	9.3
1687	-0.422545	111.835450	0.002382	8.9
1688	-0.602273	111.797939	0.008370	11.0
1689	-0.697476	111.760460	0.010105	10.1
1690	-1.723962	111.723015	0.011747	8.9
1691	-1.287363	111.685604	0.010165	8.2
1692	-0.673556	111.648226	0.008079	8.8
1693	-1.553769	111.610881	0.009956	9.7
1694	-0.936388	111.573570	0.004862	9.1
1695	-0.367598	111.536292	0.007533	8.7
1696	-0.000029	111.499047	0.000011	8.3
1697	-1.357252	111.461835	0.015639	10.2
1698	-0.350230	111.424656	0.001853	7.8
1699	-0.299178	111.387510	0.002248	8.1
1700	-0.582825	111.350398	0.010617	8.2
1701	-1.033835	111.313318	0.017074	8.4
1702	-0.785296	111.276271	0.004399	10.3
1703	-0.507275	111.239257	0.003491	10.5
1704	-1.640688	111.202276	0.012608	8.6
1705	-1.096808	111.165328	0.012417	8.1
1706	-1.604857	111.128412	0.011943	8.8
1707	-1.632158	111.091529	0.020729	10.8
1708	-0.867409	111.054679	0.008046	8.4
1709	-1.556567	111.017861	0.020027	8.5
1710	-1.358040	110.981076	0.011130	8.6
1711	-1.690971	110.944323	0.017630	13.5
1712	-1.447153	110.907603	0.019167	10.4
1713	-1.599986	110.870915	0.012663	9.4
1714	-1.440359	110.834259	0.011007	9.5
1715	-1.467047	110.797636	0.013352	10.6
1716	-1.131479	110.761045	0.011877	8.6
1717	-1.546491	110.724486	0.021170	8.7
1718	-1.219931	110.687959	0.009100	9.5
1719	-0.834508	110.651465	0.013835	10.8
1720	-1.614216	110.615002	0.013008	9.4
1721	-1.002911	110.578572	0.016577	9.5
1722	-0.531029	110.542173	0.002354	8.0
1723	-1.164191	110.505807	0.016963	12.0
1724	-0.849609	110.469472	0.008463	9.5
1725	-1.186192	110.433169	0.008365	8.3
1726	-1.573721	110.396898	0.011983	8.7
1727	-0.572971	110.360659	0.009386	12.6
1728	-1.607796	110.324451	0.014212	9.2
1729	-1.354449	110.288276	0.012333	8.5
1730	-1.115357	110.252131	0.011176	8.3
1731	-0.813645	110.216019	0.008068	10.3
1732	-1.737852	110.179937	0.009457	8.6
1733	-0.763600	110.143888	0.010626	9.1
1734	-1.433482	110.107869	0.008800	7.7
1735	-0.396501	110.071882	0.005751	8.2
1736	-0.715590	110.035927	0.006407	13.3
1737	-0.828058	110.000003	0.013104	8.2
1738	-0.692997	109.964110	0.014049	8.2
1739	-0.530907	109.928248	0.010159	8.8
1740	-1.023877	109.892417	0.016572	12.9
1741	-1.545476	109.856618	0.012006	11.6
1742	-1.255737	109.820850	0.009983	8.4
1743	-0.200843	109.785112	0.003295	9.9
1744	-0.350972	109.749406	0.006565	9.6
1745	-0.940477	109.713730	0.014160	10.3
1746	-1.712010	109.678086	0.016724	8.0
1747	-1.739733	109.642472	0.012381	10.5
1748	-0.108953	109.606890	0.001069	9.8
1749	-1.340932	109.571337	0.015793	8.4
1750	-0.739650	109.535816	0.011874	8.1
1751	-0.963766	109.500326	0.008649	8.6
1752	-1.407374	109.464866	0.023466	12.3
1753	-1.584011	109.429436	0.018253	9.8
1754	-1.694467	109.394038	0.012690	8.7
1755	-1.401420	109.358669	0.008285	8.7
1756	-0.440270	109.323331	0.001691	10.7
1757	-1.697766	109.288024	0.009371	9.8
1758	-0.552151	109.252747	0.008673	8.7
1759	-1.607775	109.217501	0.018234	7.9
1760	-1.222590	109.182284	0.023111	10.2
1761	-1.181078	109.147098	0.006295	8.6
1762	-1.558589	109.111942	0.021426	10.5
1763	-1.461998	109.076817	0.011320	7.4
1764	-1.698862	109.041721	0.016919	11.1
1765	-0.119464	109.006656	0.000600	12.2
1766	-1.637265	108.971620	0.014312	9.0
1767	-1.595096	108.936615	0.012466	9.0
1768	-1.050004	108.901640	0.011668	10.1
1769	-0.732628	108.866694	0.006460	8.5
1770	-1.737646	108.831779	0.008046	8.0
1771	-1.612646	108.796893	0.010256	9.0
1772	-0.122504	108.762037	0.000379	7.3
1773	-0.783037	108.727211	0.010493	10.7
1774	-0.778901	108.692415	0.009914	11.1
1775	-0.011074	108.657648	0.000133	9.0
1776	-1.380518	108.622911	0.013196	9.8
1777	-0.245412	108.588203	0.002236	11.1
1778	-1.594037	108.553525	0.008524	9.7
1779	-1.618822	108.518877	0.008603	9.0
1780	-1.392769	108.484258	0.009379	8.7
1781	-1.344685	108.449668	0.019119	8.6
1782	-0.688399	108.415108	0.007237	9.7
1783	-1.506750	108.380578	0.011687	11.4
1784	-1.212599	108.346076	0.010192	9.0
1785	-1.186651	108.311604	0.007634	9.3
1786	-0.400114	108.277161	0.001708	10.3
1787	-1.670466	108.242747	0.014456	8.6
1788	-1.136445	108.208363	0.017647	8.6
1789	-0.735559	108.174007	0.010522	8.8
1790	-1.630279	108.139681	0.008453	10.2
1791	-1.055264	108.105383	0.010583	7.6
1792	-0.851823	108.071115	0.013980	10.2
1793	-0.169233	108.036875	0.001590	8.1
1794	-1.028741	108.002665	0.009185	10.6
1795	-0.832112	107.968483	0.005465	9.5
1796	-1.139281	107.934330	0.010753	8.4
1797	-0.843115	107.900206	0.017711	8.3
1798	-1.414068	107.866111	0.012811	8.7
1799	-1.446203	107.832044	0.014483	11.0
1800	-0.788749	107.798007	0.011737	10.4
1801	-0.661735	107.763997	0.008403	11.8
1802	-1.178571	107.730017	0.012243	23.3
1803	-0.802777	107.696065	0.008823	14.6
1804	-1.281771	107.662141	0.025349	9.8
1805	-0.782095	107.628246	0.006075	8.3
1806	-0.893213	107.594379	0.007997	11.6
1807	-1.371229	107.560541	0.016373	9.2
1808	-0.164762	107.526731	0.001887	8.9
1809	-1.247316	107.492949	0.007116	7.7
1810	-0.782012	107.459196	0.006996	9.4
1811	-1.348975	107.425471	0.012657	9.8
1812	-1.007025	107.391774	0.006756	10.0
1813	-0.876330	107.358106	0.007193	9.1
1814	-1.343827	107.324465	0.007639	8.4
1815	-1.108343	107.290853	0.016245	12.9
1816	-1.481381	107.257268	0.013910	8.4
1817	-1.692943	107.223712	0.011474	9.0
1818	-1.637266	107.190184	0.008837	7.5
1819	-0.867335	107.156683	0.011233	9.9
1820	-1.712894	107.123211	0.011695	9.2
1821	-1.609704	107.089766	0.007992	9.1
1822	-1.598267	107.056349	0.015347	9.1
1823	-1.682251	107.022960	0.007679	8.5
1824	-1.671298	106.989599	0.010839	10.8
1825	-0.505762	106.956265	0.004194	8.3
1826	-0.822301	106.922960	0.006937	8.1
1827	-1.439414	106.889681	0.007815	8.8
1828	-1.416819	106.856431	0.016498	11.5
1829	-1.781839	106.823208	0.018565	9.1
1830	-1.346351	106.790012	0.011547	9.2
1831	-1.546023	106.756844	0.011470	8.7
1832	-0.150257	106.723703	0.001249	10.8
1833	-1.435329	106.690590	0.009162	10.2
1834	-1.667240	106.657505	0.006343	8.6
1835	-1.466172	106.624446	0.007348	8.1
1836	-1.447841	106.591415	0.014513	8.0
1837	-1.399991	106.558411	0.008652	11.0
1838	-1.259966	106.525435	0.010713	8.3
1839	-0.883370	106.492485	0.009018	9.5
1840	-1.226177	106.459563	0.010735	7.9
1841	-1.415945	106.426668	0.012707	10.8
1842	-1.497104	106.393800	0.008146	9.9
1843	-0.377996	106.360959	0.005075	7.9
1844	-1.417560	106.328145	0.018083	9.5
1845	-0.203861	106.295358	0.002199	8.9
1846	-0.730143	106.262598	0.010799	10.7
1847	-1.689074	106.229865	0.009804	9.1
1848	-0.940947	106.197158	0.009809	8.7
1849	-0.874950	106.164479	0.007862	9.5
1850	-0.949634	106.131826	0.009670	11.3
1851	-1.457149	106.099201	0.013518	9.3
1852	-0.655010	106.066602	0.004702	7.2
